##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	S21_L008_R2_001_TRIMMED_PAIRED.fastqc.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	4571904
Total Bases	449.2 Mbp
Sequences flagged as poor quality	0
Sequence length	35-101
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1113	18-19	0.2218746973506569
1113	20-21	0.2490806817963147
1113	22-23	0.1785675381111389
1113	24-25	0.23310101417676066
1113	26-27	0.21482271276335752
1113	28-29	0.116357941224841
1113	30-31	0.1651662491304009
1113	32-33	0.35514232707782156
1113	34-35	0.1931724674282762
1113	36-37	0.29202934437534367
1113	38-39	0.17843895177206548
1113	40-41	0.17428664962867657
1113	42-43	0.2018362966489491
1113	44-45	0.16748136785179213
1113	46-47	0.1603576798624644
1113	48-49	0.3188521844252108
1113	50-51	0.32243229904612036
1113	52-53	0.21005639189827718
1113	54-55	0.3777908852646874
1113	56-57	0.22694786495605968
1113	58-59	0.3028344378217085
1113	60-61	0.3138623304732491
1113	62-63	0.18634924012411602
1113	64-65	0.2868834539715053
1113	66-67	0.20799247220607953
1113	68-69	0.2500914711589246
1113	70-71	0.12529304718563594
1113	72-73	0.2307234991429894
1113	74-75	0.22392743590819464
1113	76-77	0.3536848935517938
1113	78-79	0.47818267602706044
1113	80-81	0.2973095196506961
1113	82-83	0.19910502736397007
1113	84-85	0.2983528945001055
1113	86-87	0.2354046790108555
